source_indicator_id,ministry_code,ministry_name,fiscal_year,strategic_goal_number,program_goal_number,source_program_code,performance_program_name,manual_indicator_name_plan,manual_indicator_name_report,manual_indicator_unit,manual_indicator_direction_raw,manual_planned_target_raw,manual_actual_value_raw,manual_official_achievement_rate_raw,pdf_plan_program_name,pdf_plan_indicator_name,pdf_plan_unit,pdf_plan_direction_raw,pdf_plan_target_raw,documented_change_target_before_raw,documented_change_target_after_raw,documented_change_reason_raw,documented_change_source_file,documented_change_split_pdf_page,documented_change_source_pdf_page,documented_change_printed_page,documented_change_ocr_conflict,documented_change_report_conflict,pdf_report_program_name,pdf_report_indicator_name,pdf_report_unit,pdf_report_target_raw,pdf_report_actual_raw,pdf_report_official_achievement_rate_raw,planned_target_numeric_manual,planned_target_numeric_pdf,report_target_numeric_pdf,actual_value_numeric_manual,actual_value_numeric_pdf,official_achievement_rate_numeric_manual,official_achievement_rate_numeric_pdf,computed_achievement_rate,plan_target_change_abs,plan_target_change_pct,report_target_change_abs,report_target_change_pct,report_actual_change_abs,report_actual_change_pct,report_achievement_rate_change_abs_pp,plan_vs_report_target_change_abs,plan_vs_report_target_change_pct,plan_name_match_status,plan_target_match_status,report_name_match_status,report_target_match_status,report_actual_match_status,report_achievement_rate_match_status,page_evidence_status,ocr_status,overall_reconciliation_status,review_reason,review_instruction,reviewer,review_status,review_note,review_confirmed_at,plan_source_file,plan_split_pdf_page,plan_source_pdf_page,plan_printed_page,plan_source_text,report_source_file,report_split_pdf_page,report_source_pdf_page,report_printed_page,report_source_text,source_trace
MOHW-2024-II5-01,075,보건복지부,2024,Ⅱ,Ⅱ-5,,한의학연구및정책개발,한의약 소재물질 분양건수,한의약 소재물질 분양건수,건,,2487,3645,109.3,,한의약 소재물질 분양건수,,,"3,335","2,487","3,335",,2024년도 성과보고서_보건복지부-278-394.pdf,66.0,343.0,,False,False,,한의약 소재물질 분양건수,,"3,335","3,645",109.3,2487.0,3335.0,3335.0,3645.0,3645.0,109.3,109.3,,848.0,34.097305991154,848.0,34.097305991154,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 140쪽(원본 140쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 66쪽(원본 343쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,140,140,,"소재물질 
분양건수
(건)
- 연구 및 제품 개발을 위한 소재
물질을 기업, 대학 등에 유무상 분
양한 물질 개수의 합
목표
1,868
2,055
2,261
3,335
실적
2,043
2,453
3,032
3,645
달성률(%)
109.4
119.4
134.1
109.3",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-II5-02,075,보건복지부,2024,Ⅱ,Ⅱ-5,,한의학연구및정책개발,한의표준진료지침 개발건수,한의표준진료지침 개발건수,건,,5,7,140,,한의표준진료지침 개발건수,,,5,5,5,변경사항 없음,2024년도 성과보고서_보건복지부-278-394.pdf,66.0,343.0,,False,False,,한의표준진료지침 개발건수,,5,7,140.0,5.0,5.0,5.0,7.0,7.0,140.0,140.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 66쪽(원본 343쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,140,140,,"(R&D)내 가이드라인개발 분야 한
의표준진료지침 개발 건수. 
목표
신규
5
5
5
실적
신규
5
6
7
달성률(%)
-
100.0
120.0
140.0",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-II6-01,075,보건복지부,2024,Ⅱ,Ⅱ-6,,건강보험제도 운영,보험료부담 대비 급여비 비율,보험료부담 대비 급여비 비율,%,,113,113.5,104.1,,보험료부담 대비 급여비 비율,,,109.0,113.0,109.0,,2024년도 성과보고서_보건복지부-278-394.pdf,67.0,344.0,,False,False,,보험료부담 대비 급여비 비율,,109.0,113.5,104.1,113.0,109.0,109.0,113.5,113.5,104.1,104.1,,-4.0,-3.5398230088495577,-4.0,-3.5398230088495577,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 149쪽(원본 149쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 67쪽(원본 344쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,149,149,," ㅇ 측정산식 : 보험료부담 대비 
급여비 비율 = 100 × 당해 
연도 총급여비 / 총 보험료
목표
113.0
113.5
113.0
109.0
실적
110.7
108.6
108.9
113.5
달성률(%)
98.0
95.7
96.4
104.1",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-III1-01,075,보건복지부,2024,Ⅲ,Ⅲ-1,,소록도병원,소록도병원 고객만족도 조사(점),소록도병원 고객만족도 조사(점),점,,78,79,92.9,,소록도병원 고객만족도 조사(점),,,85,78,85,,2024년도 성과보고서_보건복지부-278-394.pdf,67.0,344.0,,False,False,,소록도병원 고객만족도 조사(점),,85,79,92.9,78.0,85.0,85.0,79.0,79.0,92.9,92.9,,7.0,8.974358974358974,7.0,8.974358974358974,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 158쪽(원본 158쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 67쪽(원본 344쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,158,158,,"고객만족도 
조사(점)
(점)
 ㅇ 
고객만족도 조사 평균
(100점 만점)
목표
88
88
80
85
실적
76
75
83
79
달성률(%)
86.4
85.2
103.8
92.9",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-III2-01,075,보건복지부,2024,Ⅲ,Ⅲ-2,,국민건강생활실천,지역사회건강증진사업성과도,지역사회건강증진사업성과도,점,,81.5,79.7,97.7,,지역사회건강증진사업성과도,,,81.6,81.5,81.6,,2024년도 성과보고서_보건복지부-278-394.pdf,67.0,344.0,,False,False,,지역사회건강증진사업성과도,,81.6,79.7,97.7,81.5,81.6,81.6,79.7,79.7,97.7,97.7,,0.09999999999999432,0.1226993865030605,0.09999999999999432,0.1226993865030605,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 177쪽(원본 177쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 67쪽(원본 344쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,177,177,,"지역사회건강증
진사업성과도
(점)
성인 1만명을 대상으로 지역 
보건기관의 건강증진사업에 
대한 주관적 평가, 사업참여에 
따른 건강개선 만족도 등을 5점 
척도로 조사하여 점수화
목표
79.1
79.5
81.5
81.6
실적
79.6
85.4
79.8
79.7
달성률(%)
100.6
107.4
97.9
97.7",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-III3-01,075,보건복지부,2024,Ⅲ,Ⅲ-3,,국립정신건강센터,국립정신건강센터 고객만족도,국립정신건강센터 고객만족도,점,,95.2,96.2,101.1,,국립정신건강센터 고객만족도,,,95.2,95.2,95.2,변경사항 없음,2024년도 성과보고서_보건복지부-278-394.pdf,67.0,344.0,,False,False,,국립정신건강센터 고객만족도,,95.2,96.2,101.1,95.2,95.2,95.2,96.2,96.2,101.1,101.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 67쪽(원본 344쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,190,190,,"국립정신건강센
터 고객만족도
(점)
ㅇ 고객만족도=(설문조사 해당
평균값÷5)×100
  : 설문지 취합 후 5점 척도로 
평균값을 
산출하여 
100점 
만점으로 환산
목표
95.3
95.8
95.1
95.2
실적
95.7
94.5
94.2
96.2
달성률(%)
100.4
98.6
99.1
101.1",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-III4-01,075,보건복지부,2024,Ⅲ,Ⅲ-4,,국립나주병원,국립나주병원 고객만족도,국립나주병원 고객만족도,점,,92.1,92.8,102.4,,국립나주병원 고객만족도,,,90.6,92.1,90.6,,2024년도 성과보고서_보건복지부-278-394.pdf,67.0,344.0,,False,False,,국립나주병원 고객만족도,,90.6,92.8,102.4,92.1,90.6,90.6,92.8,92.8,102.4,102.4,,-1.5,-1.6286644951140066,-1.5,-1.6286644951140066,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 196쪽(원본 196쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 67쪽(원본 344쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,196,196,,"국립나주병원 
고객만족도
(점)
<측정산식>
ㅇ 설문조사 후 5점 척도로 
평균값 산출 후 PCSI모
델에 따른 가중치 부여
하여 100점 만점으로 
산출(외래•입원환자,보호자 
조사대상 선정하여 설문조
사표 작성)
  - 고객만족지수 =요소만족
도(70%) 
+ 
체감만족도
(30%)
   * 
요소만족도(70%)= 
∑(각차
원별(상품품질,전달품질,환
경품질,사회품질)만족도×중
요도)
   * 체감만족도(30%) = (절
대적만족+상대적만족+
감정적만족)/3
목표
94.4
94.4
92.1
90.6
실적
89.1
91.7
89.7
92.8
달성률(%)
94.4
97.1
97.4
102.4",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-III5-01,075,보건복지부,2024,Ⅲ,Ⅲ-5,,국립부곡병원,국립부곡병원 고객만족도,국립부곡병원 고객만족도,점,,88.4,92.9,103.6,,국립부곡병원 고객만족도,,,89.7,88.4,89.7,,2024년도 성과보고서_보건복지부-278-394.pdf,67.0,344.0,,False,False,,국립부곡병원 고객만족도,,89.7,92.9,103.6,88.4,89.7,89.7,92.9,92.9,103.6,103.6,,1.2999999999999972,1.4705882352941144,1.2999999999999972,1.4705882352941144,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 202쪽(원본 202쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 67쪽(원본 344쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,202,202,,"국립부곡병원 
고객만족도
(점)
설문지 취합하여 5점 척도로 평균값 
산출 후 PCSI모델에 따른 가중치를 
부여하여 100점 만점으로 종합점수 
산출
목표
88.0
88.0
88.2
89.7
실적
87.5
89.7
89.5
92.9
달성률(%)
99.4
101.9
101.5
103.6",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-III6-01,075,보건복지부,2024,Ⅲ,Ⅲ-6,,국립춘천병원,국립춘천병원 고객만족도,국립춘천병원 고객만족도,점,,92.9,93.5,101.4,,국립춘천병원 고객만족도,,,92.2,92.9,92.2,,2024년도 성과보고서_보건복지부-278-394.pdf,67.0,344.0,,False,False,,국립춘천병원 고객만족도,,92.2,93.5,101.4,92.9,92.2,92.2,93.5,93.5,101.4,101.4,,-0.7000000000000028,-0.7534983853606059,-0.7000000000000028,-0.7534983853606059,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 208쪽(원본 208쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 67쪽(원본 344쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,208,208,,"국립춘천병원 
고객만족도
(점)
설문지 취합하여 10점 척도
로 평균값 산출후 PCSI모델
에 따른 가중치를 부여하여 
100점 만점으로 종합점수 산
출
목표
96.9
96.9
92.9
92.2
실적
94.3
92.5
91.3
93.5
달성률(%)
97.3
95.5
98.3
101.4",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-III7-01,075,보건복지부,2024,Ⅲ,Ⅲ-7,,국립공주병원,국립공주병원 고객만족도,국립공주병원 고객만족도,점,,94.8,93,99.4,,국립공주병원 고객만족도,,,93.6,94.8,93.6,,2024년도 성과보고서_보건복지부-278-394.pdf,68.0,345.0,,False,False,,국립공주병원 고객만족도,,93.6,93.0,99.4,94.8,93.6,93.6,93.0,93.0,99.4,99.4,,-1.2000000000000028,-1.2658227848101298,-1.2000000000000028,-1.2658227848101298,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 215쪽(원본 215쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 68쪽(원본 345쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,215,215,,"국립공주병원 
고객만족도
(점)
*PCSI: public-service customer satisfaction 
index) 공공기관 고객만족도 지수
ㅇ 측정산식 : 고객만족도(PCSI)= 체감 
만족(A)(30%)+요소 만족(B)(70%)
A: (절대적만족+기대대비만족+감정적만족)/3
B: ∑(각 차원별 만족도(서비스 상품 품질, 
서비스 전달 품질, 서비스 환경 품질, 
사회 품질)×중요도)
목표
93.4
94.7
94.7
93.6
실적
94.5
92.3
92.6
93.0
달성률(%)
101.2
97.5
97.8
99.4",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-IV1-01,075,보건복지부,2024,Ⅳ,Ⅳ-1,,아동보호 및 복지 강화,아동빈곤율(OECD),아동빈곤율(가계금융복지조사),%,하향,9.7,8.5,110.5,,아동빈곤율(OECD),,,9.4,9.7,9.4,,2024년도 성과보고서_보건복지부-278-394.pdf,68.0,345.0,,False,False,,아동빈곤율(가계금융복지조사),,9.4,8.5,110.5,9.7,9.4,9.4,8.5,8.5,110.5,110.5,110.58823529411765,-0.29999999999999893,-3.0927835051546286,-0.29999999999999893,-3.0927835051546286,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6;PLAN_REPORT_NAME_CHANGE_DOCUMENTED_IN_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 225쪽(원본 225쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 68쪽(원본 345쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,225,225,,"아동빈곤율(가계
금융복지조사)
(%)(하향지표)
○ 균등화 처분가능소득 기준 중위
소득 50%이하 0~17세 인구 / 
0~17세 인구 × 100
- 균등화 처분가능 소득 : 분가능
소득(=시장소득+공적 
이전소득
*-공적 이전지출**)을 가구수의 
제곱근을 이용해 균등화한 소득
 * 공적 이전소득 : 공적연금(국
민연금 등), 기초연금, 양육수
당, 장애수당 등
 ** 공적 이전지출 : 세금, 공적
연금 기여금, 사회보험료 등
목표
14.3
12.2
9.7
9.4
실적
12.3
9.8
9.5
8.5
달성률(%)
114.0
119.7
102.1
110.5",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-IV2-01,075,보건복지부,2024,Ⅳ,Ⅳ-2,,저출산대응및인구정책지원,합계출산율(명),합계출산율(명),명,,0.7,0.75,110.2,,합계출산율(명),,,0.68,0.70,0.68,,2024년도 성과보고서_보건복지부-278-394.pdf,68.0,345.0,,False,False,,합계출산율(명),,0.68,0.75,110.2,0.7,0.68,0.68,0.75,0.75,110.2,110.2,,-0.019999999999999907,-2.857142857142844,-0.019999999999999907,-2.857142857142844,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 232쪽(원본 232쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 68쪽(원본 345쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,232,232,,"'24년
합계출산율(명)
(명)
ㅇ 측정산식 : 합계출산율 



(ASFR)i÷1,000
목표
0.78
0.77
0.73
0.68
실적
0.81
0.78
0.72
0.75
달성률(%)
103.8
101.3
98.6
110.2",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-IV3-01,075,보건복지부,2024,Ⅳ,Ⅳ-3,,보육지원강화,어린이집 이용자 만족도,어린이집 이용자 만족도,점,,81.6,87.2,104.8,,어린이집 이용자 만족도,,,83.2,81.6,83.2,,2024년도 성과보고서_보건복지부-278-394.pdf,68.0,345.0,,False,False,,어린이집 이용자 만족도,,83.2,87.2,104.8,81.6,83.2,83.2,87.2,87.2,104.8,104.8,,1.6000000000000085,1.960784313725501,1.6000000000000085,1.960784313725501,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 239쪽(원본 239쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 68쪽(원본 345쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,239,239,,"어린이집 
이용자 만족도
(점)
ㅇ 측정산식 : (조사항목별 점
수를 100점 만점으로 환산
한 점수들의 합계)/항목 수
  ▪ 측정방법 (어린이집 이용 
부모대상 만족도 조사)
    - 측정대상기간 : ’24.7월 
말 기준 
    - 실적치 집계 완료 시
점 : ’25.2월말 예정
    - 측정수행기관 : 육아정
책연구소
    - 측정대상 표본 : 어린
이집 이용 가구
    - 조사대상 : 7월 말 조
사 시점에서 어린이집
을 이용하고 있는 영
유아 자녀를 둔 부 또
는 모를 대상으로 시도
별 배분하여 1,000명을 
대상으로 설문을 실시
    - 조사항목 : 자녀, 가구
와 부모의 특성에 관
한 질문, 보육·교육 정
책에 관한 질문, 어린
이집 이용에 관한 질
문, 개인양육지원 서비
스 이용에 관한 질문
(총 4개 항목에 대해 
조사)
    - 평점 부여 방식 : 리커
트 5점 척도 측정 후 
100점 기준으로 환산
목표
3.8
3.8
80.8
83.2
실적
4.1
4.08
86.2
87.2
달성률(%)
107.9
107.4
106.7
104.8",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-IV4-01,075,보건복지부,2024,Ⅳ,Ⅳ-4,,노인생활안정,노인생활안정지원비율(%),노인생활안정지원비율(%),%,,14.6,17.4,113,,노인생활안정지원비율(%),,,15.4,14.6,15.4,,2024년도 성과보고서_보건복지부-278-394.pdf,68.0,345.0,,False,False,,노인생활안정지원비율(%),,15.4,17.4,113.0,14.6,15.4,15.4,17.4,17.4,113.0,113.0,,0.8000000000000007,5.479452054794526,0.8000000000000007,5.479452054794526,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 246쪽(원본 246쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 68쪽(원본 345쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,246,246,,"노인생활안정지
원비율 (%)
(%)
{(노인맞춤돌봄서비스사업+
노인일자리사업) 수혜자 
수/65세 이상 노인 인구 
수}×100
목표
15.2
15.1
15.2
15.4
실적
15.6
15.3
15.6
17.4
달성률(%)
102.6
101.3
102.6
113.0",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2024-IV5-01,075,보건복지부,2024,Ⅳ,Ⅳ-5,,노인의료보장,치매안심센터 치매환자 서비스 이용률,치매안심센터 치매환자 서비스 이용률,%,,73.9,85.3,105,,치매안심센터 치매환자 서비스 이용률,,,81.2,73.9,81.2,,2024년도 성과보고서_보건복지부-278-394.pdf,68.0,345.0,,False,False,,치매안심센터 치매환자 서비스 이용률,,81.2,85.3,105.0,73.9,81.2,81.2,85.3,85.3,105.0,105.0,,7.299999999999997,9.878213802435718,7.299999999999997,9.878213802435718,0.0,0.0,0.0,0.0,0.0,MATCH_AFTER_CHANGE,VALUE_MISMATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,OCR_REQUIRED,OCR_REQUIRED,PLAN_TARGET_FROM_CHANGE_TABLE_ONLY;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[계획서] 2024년도 성과계획서_보건복지부-364-456.pdf ?쪽(원본 ?쪽) / [보고서] 2024년도 성과보고서_보건복지부.pdf 252쪽(원본 252쪽) / [별첨6 변경표] 2024년도 성과보고서_보건복지부-278-394.pdf 68쪽(원본 345쪽),,,,,2024년도 성과계획서_보건복지부-364-456.pdf,,,,,2024년도 성과보고서_보건복지부.pdf,252,252,,"치매환자 
서비스 이용률
(%)
ㅇ 측정산식: (치매안심센터 서
비스 이용 누적 치매환자수/
치매안심센터 
등록된 
누적 
치매환자 수) * 100
목표
신규
신규
73.2
81.2
실적
신규
신규
77.6
85.3
달성률(%)
-
-
106.0
105.0",plan:별첨6만;plan_method:TEXT;report_method:FULL_TEXT
