program_year_id,program_identity_id,ministry_code,fiscal_year,program_code,field_name,sector_name,performance_program_name,raw_account_row_count,account_type_count,account_types,raw_candidate_ids,base_program_year_key_conflict,base_key_reused,identity_resolved_by_extended_key,identity_unresolved,identity_resolution_reason,program_year_name_conflict,program_original_budget,program_current_budget,program_expenditure,below_target_count,at_or_above_target_count,comparable_rate_count,reported_target_status,indicator_coverage_status,repeated_target_overachievement,target_unchanged,performance_status_conflict_fields,program_performance_status_conflict,program_total_feedback_complete_t1,program_total_feedback_complete_t2,program_total_budget_change_rate_t1,program_total_budget_change_rate_t2,low_performance_budget_increase_t1,low_performance_budget_increase_t2,good_performance_budget_decrease_t1,good_performance_budget_decrease_t2,retrospective_feedback_data_quality_signal,retrospective_feedback_conflict_fields,context_type,context_status,context_source,context_evidence,context_effect,type_repeated_year_end_concentration_budget_share,type_accounting_adjustment_pattern_budget_share,type_program_budget_concentration_budget_share,account_type_signal_details,evidence_status,data_validation_signal,analysis_status,program_execution_rate,current_execution_severity,performance_gap,performance_signal,repeated_low_execution_signal,reported_target_miss_consecutive,reported_target_met_consecutive,reported_target_history_status,program_budget_change_rate,budget_increase_context_signal,budget_decrease_context_signal,budget_mismatch_signal,budget_performance_mismatch,accounting_context_signal,structure_context_signal,type_repeated_strong_low_execution_budget_share,type_repeated_moderate_low_execution_budget_share,execution_management,observed_start_year,observed_end_year,observed_year_count,continuity_status,review_grade,reviewability_status,signal_strength,diagnostic_type,grade_trigger_signal_families,signal_families,context_flags,context_only,grade_cap_reason,grade_reason_codes,next_review_question,evidence_strength,review_grade_order,independent_signal_family_count,repeated_signal_family_count,program_year_queue_order,review_queue_order_within_year
162:2100:2023,162:2100,162,2023,2100,통신,정보통신,정보통신융합산업,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""162:2023:통신:정보통신:2100:FUND"", ""162:2023:통신:정보통신:2100:GENERAL_ACCOUNT"", ""162:2023:통신:정보통신:2100:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,780900000000,780900000000,780667000000,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.12354078627224994,0.0,"[{""candidate_id"": ""162:2023:통신:정보통신:2100:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9996105313655974}, {""candidate_id"": ""162:2023:통신:정보통신:2100:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2023:통신:정보통신:2100:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9997016263285952,0.0,0.0,False,False,False,False,CONSECUTIVE_PRIOR_YEAR,-0.10653502865518016,False,True,True,1,True,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context;accounting_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,121,42
102:5200:2023,102:5200,102,2023,5200,산업·중소기업및에너지,창업및벤처,벤처기업활성화지원,3,3,FUND;GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""102:2023:산업·중소기업및에너지:창업및벤처:5200:FUND"", ""102:2023:산업·중소기업및에너지:창업및벤처:5200:GENERAL_ACCOUNT"", ""102:2023:산업·중소기업및에너지:창업및벤처:5200:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,341150000000,341150000000,341149956284,0,3,3,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""102:2023:산업·중소기업및에너지:창업및벤처:5200:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9999999388592632}, {""candidate_id"": ""102:2023:산업·중소기업및에너지:창업및벤처:5200:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9999989999619756}, {""candidate_id"": ""102:2023:산업·중소기업및에너지:창업및벤처:5200:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9999998718569544,0.0,0.0,False,False,False,False,CONSECUTIVE_PRIOR_YEAR,-0.4080350372461613,False,True,True,1,False,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context;structure_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,122,43
075:2800:2023,075:2800,075,2023,2800,보건,보건의료,응급의료체계운영지원,2,2,FUND;SPECIAL_ACCOUNT,"[""075:2023:보건:보건의료:2800:FUND"", ""075:2023:보건:보건의료:2800:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,277455000000,280078257470,278438803180,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""075:2023:보건:보건의료:2800:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.9934840694918852}, {""candidate_id"": ""075:2023:보건:보건의료:2800:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9999902128778846}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9941464421236782,0.0,0.0,False,False,False,False,CONSECUTIVE_PRIOR_YEAR,-0.04912062807286666,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,123,44
102:4800:2023,102:4800,102,2023,4800,산업·중소기업및에너지,중소기업및소상공인육성,중소기업육성지원,2,2,FUND;GENERAL_ACCOUNT,"[""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:4800:FUND"", ""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:4800:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,140847000000,140847000000,140617750584,1,2,3,MIXED_COMPARABLE,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:4800:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9761508952772074}, {""candidate_id"": ""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:4800:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9986839980129446}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9983723514451852,0.0,0.3333333333333333,True,False,False,False,CONSECUTIVE_PRIOR_YEAR,-0.04095681660334194,False,True,False,0,False,False,0,0,0.0,2022,2023,2,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,reported_performance,reported_performance,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,124,45
162:1800:2023,162:1800,162,2023,1800,과학기술,과학기술인력및문화,과학문화창달,2,2,FUND;GENERAL_ACCOUNT,"[""162:2023:과학기술:과학기술인력및문화:1800:FUND"", ""162:2023:과학기술:과학기술인력및문화:1800:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,126644000000,126644000000,116299470000,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2023:과학기술:과학기술인력및문화:1800:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}, {""candidate_id"": ""162:2023:과학기술:과학기술인력및문화:1800:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.8556080232265989}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9183180411231483,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.08119794538436986,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,125,46
102:3300:2023,102:3300,102,2023,3300,산업·중소기업및에너지,중소기업및소상공인육성,지역중소기업육성,2,2,GENERAL_ACCOUNT;SPECIAL_ACCOUNT,"[""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:3300:GENERAL_ACCOUNT"", ""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:3300:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,96166000000,96166000000,96132030750,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:3300:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9981322235662836}, {""candidate_id"": ""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:3300:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9996467644489736,0.0,0.0,False,False,False,False,CONSECUTIVE_PRIOR_YEAR,-0.406430348181936,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,126,47
162:4700:2023,162:4700,162,2023,4700,과학기술,과학기술연구지원,과학기술국제협력,1,1,GENERAL_ACCOUNT,"[""162:2023:과학기술:과학기술연구지원:4700:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,50253000000,50253000000,49704000000,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,0.1031779197261855,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2023:과학기술:과학기술연구지원:4700:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9890752790878156}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9890752790878157,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.08047428226381947,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,127,48
102:4200:2023,102:4200,102,2023,4200,산업·중소기업및에너지,중소기업및소상공인육성,동반성장지원,1,1,GENERAL_ACCOUNT,"[""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:4200:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,39426000000,39426000000,39417875780,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,-0.0952163546897986,,False,False,True,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""102:2023:산업·중소기업및에너지:중소기업및소상공인육성:4200:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9997939375031704}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9997939375031705,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.724393926684003,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,128,49
162:2400:2023,162:2400,162,2023,2400,통신,방송통신,통신정책지원,2,2,FUND;GENERAL_ACCOUNT,"[""162:2023:통신:방송통신:2400:FUND"", ""162:2023:통신:방송통신:2400:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,36347000000,36347000000,35969185680,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,False,False,,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.048367127961042124,1.0,"[{""candidate_id"": ""162:2023:통신:방송통신:2400:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.988509646300295}, {""candidate_id"": ""162:2023:통신:방송통신:2400:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9896053506479214,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.5244406646604736,False,True,True,1,True,True,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context;accounting_context;structure_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,129,50
162:4200:2023,162:4200,162,2023,4200,산업·중소기업및에너지,산업혁신지원,지역경제활성화,1,1,SPECIAL_ACCOUNT,"[""162:2023:산업·중소기업및에너지:산업혁신지원:4200:SPECIAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,29018000000,29018000000,29018000000,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,0.5820180577572541,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2023:산업·중소기업및에너지:산업혁신지원:4200:SPECIAL_ACCOUNT"", ""account_type"": ""SPECIAL_ACCOUNT"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 1.0}]",LIMITED,False,PROGRAM_YEAR_REVIEW,1.0,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.18360342111186134,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,130,51
162:1200:599c8e014508:2023,162:1200:599c8e014508,162,2023,1200,문화및관광,문화예술,정보통신방송국제협력,1,1,FUND,"[""162:2023:문화및관광:문화예술:1200:FUND""]",True,True,True,False,RESOLVED_BY_FIELD_SECTOR,False,11954000000,11954000000,11945274790,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,0.2802409235402375,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""162:2023:문화및관광:문화예술:1200:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9992701012213484}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9992701012213485,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,-0.20024085100689104,False,True,True,1,False,False,0,0,0.0,2022,2024,3,EXACT_METADATA_DISAMBIGUATION,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,131,52
075:4500:2023,075:4500,075,2023,4500,보건,보건의료,소록도병원,1,1,GENERAL_ACCOUNT,"[""075:2023:보건:보건의료:4500:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,11317000000,11696832780,10314747930,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,-0.1579924008129362,,False,False,True,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""075:2023:보건:보건의료:4500:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.8818411038274243}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.8818411038274243,0.5,0.0,False,False,False,False,CONSECUTIVE_PRIOR_YEAR,0.08358866334737658,True,False,False,0,False,False,0,0,0.5,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,LOW_EXECUTION_TARGET_MET,execution,execution,budget_increase_context,False,LOW_EXECUTION_WITH_REPORTED_TARGET_MET,LOW_EXECUTION_TARGET_MET,"집행률 분모와 성과지표 비교가능성을 확인한 뒤, 원문에 목표 적정성·수요 변화·비용 절감·측정 시차를 설명하는 근거가 있는가?",LIMITED,3,1,0,132,53
075:1900:2023,075:1900,075,2023,1900,사회복지,취약계층지원,노숙인의사상자지원,1,1,GENERAL_ACCOUNT,"[""075:2023:사회복지:취약계층지원:1900:GENERAL_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,7748000000,7748000000,7287349510,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,-0.0789881259679917,,False,False,True,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.6663655136809499,0.0,"[{""candidate_id"": ""075:2023:사회복지:취약계층지원:1900:GENERAL_ACCOUNT"", ""account_type"": ""GENERAL_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""CONTEXT_OR_SINGLE_SIGNAL_REVIEW"", ""execution_rate"": 0.9405458840991224}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9405458840991223,0.0,0.0,False,False,False,False,CONSECUTIVE_PRIOR_YEAR,-0.008192524321556593,False,True,True,1,True,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,SINGLE_SIGNAL_REVIEW,budget_performance_mismatch,budget_performance_mismatch,budget_decrease_context;accounting_context,False,NOT_APPLICABLE,SINGLE_SIGNAL_REVIEW,원문에 이 신호의 예외 사유나 비교가능성 제한을 설명하는 근거가 있는가?,LIMITED,3,1,0,133,54
075:3900:2023,075:3900,075,2023,3900,보건,보건의료,국립부곡병원,1,1,RESPONSIBLE_OPERATION_ACCOUNT,"[""075:2023:보건:보건의료:3900:RESPONSIBLE_OPERATION_ACCOUNT""]",False,False,False,False,BASE_KEY_UNIQUE,False,7677000000,7701000000,5846142700,0,2,2,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,-0.0479044787570729,,False,False,True,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,NO_GRADE_CHANGE,0.0,0.0,1.0,"[{""candidate_id"": ""075:2023:보건:보건의료:3900:RESPONSIBLE_OPERATION_ACCOUNT"", ""account_type"": ""RESPONSIBLE_OPERATION_ACCOUNT"", ""review_grade"": ""C"", ""diagnostic_type"": ""LOW_EXECUTION_TARGET_MET"", ""execution_rate"": 0.7591407219841579}]",CONFIRMED,False,PROGRAM_YEAR_REVIEW,0.7591407219841579,1.0,0.0,False,True,False,True,CONSECUTIVE_PRIOR_YEAR,0.02196485623003186,True,False,False,0,False,True,0,0,1.0,2022,2024,3,EXACT_PROGRAM_KEY,C,LIMITED,AMBIGUOUS,LOW_EXECUTION_TARGET_MET,execution,execution,budget_increase_context;structure_context,False,LOW_EXECUTION_WITH_REPORTED_TARGET_MET,LOW_EXECUTION_TARGET_MET,"집행률 분모와 성과지표 비교가능성을 확인한 뒤, 원문에 목표 적정성·수요 변화·비용 절감·측정 시차를 설명하는 근거가 있는가?",LIMITED,3,1,1,134,55
075:7600:2023,075:7600,075,2023,7600,사회복지,공적연금,국민연금운영(급여지급),1,1,FUND,"[""075:2023:사회복지:공적연금:7600:FUND""]",False,False,False,False,BASE_KEY_UNIQUE,False,39085909000000,39085909000000,39040227402860,0,1,1,ALL_COMPARABLE_AT_OR_ABOVE_TARGET,COMPLETE_REPORTED_RATE_COVERAGE,False,False,,False,True,False,0.1214753889950467,,False,False,False,False,False,,UNKNOWN_TYPE,CONFIRMED_STRUCTURED,STRUCTURED_CONTEXT_INVENTORY,NO_CONFIRMED_CONTEXT_TAG,DISPLAY_ONLY_NO_GRADE_CHANGE,0.0,0.0,0.0,"[{""candidate_id"": ""075:2023:사회복지:공적연금:7600:FUND"", ""account_type"": ""FUND"", ""review_grade"": ""D"", ""diagnostic_type"": ""NO_STRUCTURED_SIGNAL_DETECTED"", ""execution_rate"": 0.9988312515095914}]",LIMITED,False,PROGRAM_YEAR_REVIEW,0.9988312515095914,0.0,0.0,False,False,False,True,CONSECUTIVE_PRIOR_YEAR,0.14529732982415866,True,False,False,0,False,False,0,0,0.0,2022,2024,3,EXACT_PROGRAM_KEY,D,REVIEWABLE,NONE,NO_STRUCTURED_SIGNAL_DETECTED,NONE,NONE,budget_increase_context,True,NOT_APPLICABLE,NO_STRUCTURED_SIGNAL_DETECTED,현재 구조화 신호가 없다는 판단의 입력 범위가 충분한가?,LIMITED,4,0,0,135,56
